"Installed renewable electricity capacity (MW) by Region/country/area, Technology and Year"

"Region/country/area","Technology","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Latvia","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Latvia","Wind",2.0000,2.0000,22.0000,26.0000,26.0000,26.0000,26.0000,26.0000,28.0000,29.0000,30.0000,36.0000,59.0000,65.8920,68.9150,68.1650,69.9050,77.1050,78.1720,77.9220,77.9220,80.9220
"Latvia","Onshore wind energy",2.0000,2.0000,22.0000,26.0000,26.0000,26.0000,26.0000,26.0000,28.0000,29.0000,30.0000,36.0000,59.0000,65.8920,68.9150,68.1650,69.9050,77.1050,78.1720,77.9220,77.9220,80.9220
"Latvia","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Latvia","Solar",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.2000,0.6900,0.6900,1.9620,3.3020,5.1020,8.1020
"Latvia","Solar photovoltaic",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.2000,0.2000,0.6900,0.6900,1.9620,3.3020,5.1020,8.1020
"Latvia","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Latvia","Bioenergy",0.0000,1.0000,6.0000,7.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,16.0000,30.0000,66.0000,108.0000,121.0000,126.0000,143.0000,154.0240,134.0850,157.6130,156.3130,171.3130
"Latvia","Solid biofuels",0.0000,1.0000,1.0000,2.0000,3.0000,3.0000,3.0000,3.0000,3.0000,2.0000,5.0000,5.0000,23.0000,55.0000,63.0000,66.0000,81.0000,93.7360,72.6090,96.9470,96.0670,111.0670
"Latvia","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Latvia","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Latvia","Other solid biofuels",0.0000,1.0000,1.0000,2.0000,3.0000,3.0000,3.0000,3.0000,3.0000,2.0000,5.0000,5.0000,23.0000,55.0000,63.0000,66.0000,81.0000,93.7360,72.6090,96.9470,96.0670,111.0670
"Latvia","Liquid biofuels",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Latvia","Biogas",0.0000,0.0000,5.0000,5.0000,6.0000,7.0000,7.0000,7.0000,7.0000,8.0000,11.0000,25.0000,43.0000,53.0000,58.0000,60.0000,62.0000,60.2880,61.4760,60.6660,60.2460,60.2460
"Latvia","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Total renewable energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Solar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Solar photovoltaic",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lithuania","Total renewable energy",103.0000,105.0000,107.0000,113.0000,116.0000,123.0000,163.0000,184.0000,193.1000,238.1000,278.1000,351.3000,451.0000,527.0000,545.0000,693.0000,767.5000,787.2510,836.0000,859.0000,937.0000,1165.0000
"Lithuania","Hydropower",863.0000,863.0000,863.0000,869.0000,870.0000,877.0000,877.0000,875.0000,875.0000,876.0000,876.0000,876.0000,876.0000,876.0000,877.0000,877.0000,877.0000,877.0000,877.0000,877.0000,877.0000,886.0000
"Lithuania","Renewable hydropower",103.0000,103.0000,103.0000,109.0000,110.0000,117.0000,117.0000,115.0000,115.0000,116.0000,116.0000,116.0000,116.0000,116.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,126.0000
"Lithuania","Pumped storage",760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000,760.0000
"Lithuania","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lithuania","Wind",0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,31.0000,47.0000,54.0000,98.0000,133.0000,202.0000,275.0000,279.0000,288.0000,436.0000,509.0000,518.0000,533.0000,534.0000,540.0000,671.0000
"Lithuania","Onshore wind energy",0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,31.0000,47.0000,54.0000,98.0000,133.0000,202.0000,275.0000,279.0000,288.0000,436.0000,509.0000,518.0000,533.0000,534.0000,540.0000,671.0000
"Lithuania","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lithuania","Solar",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.1000,0.3000,7.0000,68.0000,69.0000,69.0000,70.0000,73.7510,82.0000,103.0000,164.0000,254.0000
"Lithuania","Solar photovoltaic",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.1000,0.3000,7.0000,68.0000,69.0000,69.0000,70.0000,73.7510,82.0000,103.0000,164.0000,254.0000
"Lithuania","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lithuania","Bioenergy",0.0000,2.0000,4.0000,4.0000,5.0000,5.0000,15.0000,22.0000,24.0000,24.0000,29.0000,33.0000,53.0000,64.0000,71.0000,71.0000,71.5000,78.5000,104.0000,105.0000,116.0000,114.0000
"Lithuania","Solid biofuels",0.0000,2.0000,2.0000,2.0000,2.0000,2.0000,12.0000,16.0000,16.0000,16.0000,16.0000,18.0000,38.0000,48.0000,51.0000,50.0000,46.5000,53.5000,69.0000,70.0000,80.0000,77.0000
"Lithuania","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lithuania","Renewable municipal waste",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,5.0000,5.0000,7.5000,8.5000,7.0000,7.0000,17.0000,19.0000
"Lithuania","Other solid biofuels",0.0000,2.0000,2.0000,2.0000,2.0000,2.0000,12.0000,16.0000,16.0000,16.0000,16.0000,18.0000,38.0000,43.0000,46.0000,45.0000,39.0000,45.0000,62.0000,63.0000,63.0000,58.0000
"Lithuania","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lithuania","Biogas",0.0000,0.0000,2.0000,2.0000,3.0000,3.0000,3.0000,6.0000,8.0000,8.0000,13.0000,15.0000,15.0000,16.0000,20.0000,21.0000,25.0000,25.0000,35.0000,35.0000,36.0000,37.0000
"Lithuania","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Luxembourg","Total renewable energy",53.0000,53.8450,56.1960,76.2560,100.9280,100.9830,102.3960,102.6340,113.1850,116.3770,126.3840,138.9980,186.9520,210.9750,225.3970,238.7750,300.7210,318.0550,323.9640,385.9760,429.8970,455.8970
"Luxembourg","Hydropower",1133.3000,1133.9180,1133.9180,1133.9180,1134.0440,1134.0770,1134.1320,1134.1320,1134.1320,1134.1920,1134.3080,1134.3080,1134.3080,1134.3080,1330.3080,1330.2660,1330.3180,1330.5450,1330.4730,1330.4730,1330.5270,1330.5270
"Luxembourg","Renewable hydropower",33.3000,33.9180,33.9180,33.9180,34.0440,34.0770,34.1320,34.1320,34.1320,34.1920,34.3080,34.3080,34.3080,34.3080,34.3080,34.2660,34.3180,34.5450,34.4730,34.4730,34.5270,34.5270
"Luxembourg","Pumped storage",1100.0000,1100.0000,1100.0000,1100.0000,1100.0000,1100.0000,1100.0000,1100.0000,1100.0000,1100.0000,1100.0000,1100.0000,1100.0000,1100.0000,1296.0000,1296.0000,1296.0000,1296.0000,1296.0000,1296.0000,1296.0000,1296.0000
"Luxembourg","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Luxembourg","Wind",14.0000,13.9000,13.9000,20.5000,34.9000,34.9000,34.9000,34.9000,42.9150,42.9300,43.7270,44.5270,58.3270,58.3270,58.3420,63.7940,119.6940,119.6940,122.8940,135.7940,152.7440,156.7440
"Luxembourg","Onshore wind energy",14.0000,13.9000,13.9000,20.5000,34.9000,34.9000,34.9000,34.9000,42.9150,42.9300,43.7270,44.5270,58.3270,58.3270,58.3420,63.7940,119.6940,119.6940,122.8940,135.7940,152.7440,156.7440
"Luxembourg","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Luxembourg","Solar",0.0000,0.1600,1.5930,14.1700,23.5610,23.5830,23.6960,23.9340,24.5620,26.3570,29.4510,40.6660,74.6540,95.0210,109.9330,116.2720,121.8960,128.1030,130.6240,159.7360,186.6430,208.6430
"Luxembourg","Solar photovoltaic",0.0000,0.1600,1.5930,14.1700,23.5610,23.5830,23.6960,23.9340,24.5620,26.3570,29.4510,40.6660,74.6540,95.0210,109.9330,116.2720,121.8960,128.1030,130.6240,159.7360,186.6430,208.6430
"Luxembourg","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Luxembourg","Bioenergy",5.7000,5.8670,6.7850,7.6680,8.4230,8.4230,9.6680,9.6680,11.5760,12.8980,18.8980,19.4970,19.6630,23.3190,22.8140,24.4430,24.8130,35.7130,35.9730,55.9730,55.9830,55.9830
"Luxembourg","Solid biofuels",4.0000,3.8000,3.8000,3.8000,3.8000,3.8000,3.8000,3.8000,3.8000,3.8000,9.6000,9.6000,9.6000,13.3500,12.3750,12.5400,12.5400,23.4400,23.7700,43.7700,43.7700,43.7700
"Luxembourg","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Luxembourg","Renewable municipal waste",4.0000,3.8000,3.8000,3.8000,3.8000,3.8000,3.8000,3.8000,3.8000,3.8000,9.6000,9.6000,9.6000,9.6000,8.6250,8.6250,8.6250,8.6250,8.6250,8.6250,8.6250,8.6250
"Luxembourg","Other solid biofuels",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7500,3.7500,3.9150,3.9150,14.8150,15.1450,35.1450,35.1450,35.1450
"Luxembourg","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Luxembourg","Biogas",1.7000,2.0670,2.9850,3.8680,4.6230,4.6230,5.8680,5.8680,7.7760,9.0980,9.2980,9.8970,10.0630,9.9690,10.4390,11.9030,12.2730,12.2730,12.2030,12.2030,12.2130,12.2130
"Luxembourg","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malta","Total renewable energy",0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.1000,0.2000,0.9000,0.8000,8.3000,18.8000,31.6000,57.7000,77.8700,98.2600,116.4230,136.5500,159.8210,192.5520,200.5490
"Malta","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malta","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malta","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malta","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malta","Wind",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.1000,0.0700,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000
"Malta","Onshore wind energy",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.1000,0.0700,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000
"Malta","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malta","Solar",0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.1000,0.2000,0.9000,0.8000,5.3000,15.7000,28.5000,54.6000,74.8000,93.6000,111.7630,131.8900,155.1610,187.8920,195.8890
"Malta","Solar photovoltaic",0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.1000,0.2000,0.9000,0.8000,5.3000,15.7000,28.5000,54.6000,74.8000,93.6000,111.7630,131.8900,155.1610,187.8920,195.8890
"Malta","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malta","Bioenergy",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,3.0000,3.0000,3.0000,4.5600,4.5600,4.5600,4.5600,4.5600,4.5600
"Malta","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malta","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malta","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malta","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malta","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malta","Biogas",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,3.0000,3.0000,3.0000,4.5600,4.5600,4.5600,4.5600,4.5600,4.5600
"Malta","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Moldova Rep","Total renewable energy",64.0000,60.0000,60.0000,60.0000,59.0000,59.0000,56.0000,56.0000,64.0000,64.0000,64.0000,64.0000,64.4000,67.0000,69.0000,69.0000,71.1080,81.5050,105.7540,109.7540,116.1540,129.9740
"Moldova Rep","Hydropower",64.0000,60.0000,60.0000,60.0000,59.0000,59.0000,56.0000,56.0000,64.0000,64.0000,64.0000,64.0000,64.0000,64.0000,64.0000,64.0000,64.0000,64.2540,64.2540,64.2540,64.2540,64.2540
"Moldova Rep","Renewable hydropower",64.0000,60.0000,60.0000,60.0000,59.0000,59.0000,56.0000,56.0000,64.0000,64.0000,64.0000,64.0000,64.0000,64.0000,64.0000,64.0000,64.0000,64.2540,64.2540,64.2540,64.2540,64.2540
"Moldova Rep","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Moldova Rep","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Moldova Rep","Wind",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.7780,9.1900,33.0000,35.0000,41.0000,50.8900
"Moldova Rep","Onshore wind energy",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.7780,9.1900,33.0000,35.0000,41.0000,50.8900
"Moldova Rep","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Moldova Rep","Solar",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,2.3300,2.0610,3.0000,5.0000,4.3000,8.4800
"Moldova Rep","Solar photovoltaic",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,2.3300,2.0610,3.0000,5.0000,4.3000,8.4800
"Moldova Rep","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Moldova Rep","Bioenergy",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,2.0000,3.0000,3.0000,3.0000,6.0000,5.5000,5.5000,6.6000,6.3500
"Moldova Rep","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Moldova Rep","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Moldova Rep","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Moldova Rep","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Moldova Rep","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Moldova Rep","Biogas",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,2.0000,3.0000,3.0000,3.0000,6.0000,5.5000,5.5000,6.6000,6.3500
"Moldova Rep","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Total renewable energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Solar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Solar photovoltaic",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Monaco","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Montenegro","Total renewable energy",0.0000,0.0000,0.0000,0.0000,0.0000,629.0000,629.0230,629.1770,629.3520,629.4470,629.5840,629.8080,629.9380,630.9530,654.8370,664.6420,671.2750,750.2010,752.0660,799.5820,820.7340,821.2140
"Montenegro","Hydropower",0.0000,0.0000,0.0000,0.0000,0.0000,629.0000,629.0000,629.0000,629.0000,629.0000,629.0000,629.0000,629.0000,629.8440,652.6880,661.9230,668.1560,674.8120,675.6070,676.2430,696.6850,696.6850
"Montenegro","Renewable hydropower",0.0000,0.0000,0.0000,0.0000,0.0000,629.0000,629.0000,629.0000,629.0000,629.0000,629.0000,629.0000,629.0000,629.8440,652.6880,661.9230,668.1560,674.8120,675.6070,676.2430,696.6850,696.6850
"Montenegro","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Montenegro","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Montenegro","Wind",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.0000,72.0000,118.0000,118.0000,118.0000
"Montenegro","Onshore wind energy",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.0000,72.0000,118.0000,118.0000,118.0000
"Montenegro","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Montenegro","Solar",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0230,0.1770,0.3520,0.4470,0.5840,0.8080,0.9380,1.1090,2.1490,2.7190,3.1190,3.3890,4.4590,5.3390,6.0490,6.5290
"Montenegro","Solar photovoltaic",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0230,0.1770,0.3520,0.4470,0.5840,0.8080,0.9380,1.1090,2.1490,2.7190,3.1190,3.3890,4.4590,5.3390,6.0490,6.5290
"Montenegro","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Montenegro","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Montenegro","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Montenegro","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Montenegro","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Montenegro","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Montenegro","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Montenegro","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Montenegro","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Netherlands","Total renewable energy",787.4610,838.0410,1034.1340,1288.8870,1457.9420,1634.1800,1994.4950,2321.9720,2836.5830,2959.8010,3031.5980,3192.7380,3472.7840,4169.1660,4660.8700,5737.5500,7199.5550,7923.5500,9867.0500,12580.1520,18477.1250,22953.6550
"Netherlands","Hydropower",37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000
"Netherlands","Renewable hydropower",37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000,37.0000
"Netherlands","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Netherlands","Marine",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1100,0.0000,0.1800,2.0500,2.0500,2.0500,2.0500,2.0500,2.0500,2.0500
"Netherlands","Wind",447.0000,486.0000,672.0000,905.0000,1075.0000,1224.0000,1561.0000,1749.0000,2149.0000,2222.0000,2237.0000,2316.0000,2433.0000,2713.0000,2865.0000,3391.0000,4257.0000,4202.0000,4393.0000,4484.1580,6618.7500,7801.0000
"Netherlands","Onshore wind energy",447.0000,486.0000,672.0000,905.0000,1075.0000,1224.0000,1453.0000,1641.0000,1921.0000,1994.0000,2009.0000,2088.0000,2205.0000,2485.0000,2637.0000,3034.0000,3300.0000,3245.0000,3436.0000,3527.1580,4159.2500,5341.0000
"Netherlands","Offshore wind energy",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.0000,108.0000,228.0000,228.0000,228.0000,228.0000,228.0000,228.0000,228.0000,357.0000,957.0000,957.0000,957.0000,957.0000,2459.5000,2460.0000
"Netherlands","Solar",13.0000,21.0000,26.0000,46.0000,50.0000,51.0000,53.0000,54.0000,59.0000,69.0000,90.0000,149.0000,287.0000,650.0000,1007.0000,1526.0000,2135.0000,2911.0000,4608.0000,7226.0000,10949.7200,14249.0000
"Netherlands","Solar photovoltaic",13.0000,21.0000,26.0000,46.0000,50.0000,51.0000,53.0000,54.0000,59.0000,69.0000,90.0000,149.0000,287.0000,650.0000,1007.0000,1526.0000,2135.0000,2911.0000,4608.0000,7226.0000,10949.7200,14249.0000
"Netherlands","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
