"Renewable Electricity generation (GWh) by Region/country/area, Technology and Year"

"Region/country/area","Technology","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Cabo Verde","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cabo Verde","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cabo Verde","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Total renewable energy",3442.00,3474.00,3182.00,3528.14,3920.14,3772.14,3892.14,3847.28,4232.27,4016.69,4261.37,4388.72,4259.90,4377.63,4380.37,4382.85,4385.05,5105.83,5109.40,5109.40,5109.57
"Cameroon","Hydropower",3442.00,3474.00,3182.00,3528.00,3920.00,3772.00,3892.00,3847.00,4232.00,4016.00,4260.00,4385.42,4256.05,4372.68,4372.68,4372.68,4372.68,5089.90,5089.90,5089.90,5089.90
"Cameroon","Renewable hydropower",3442.00,3474.00,3182.00,3528.00,3920.00,3772.00,3892.00,3847.00,4232.00,4016.00,4260.00,4385.42,4256.05,4372.68,4372.68,4372.68,4372.68,5089.90,5089.90,5089.90,5089.90
"Cameroon","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Solar",0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.28,0.28,0.69,1.37,3.30,3.85,4.95,7.69,10.17,12.37,15.93,19.50,19.50,19.67
"Cameroon","Solar photovoltaic",0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.28,0.28,0.69,1.37,3.30,3.85,4.95,7.69,10.17,12.37,15.93,19.50,19.50,19.67
"Cameroon","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cameroon","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Total renewable energy",85.30,84.30,84.30,85.30,126.30,135.44,141.44,138.44,126.44,139.44,140.44,141.58,141.73,141.73,141.73,141.73,136.03,136.03,136.03,136.03,136.03
"Cent Afr Rep","Hydropower",85.30,84.30,84.30,85.30,126.30,135.30,141.30,138.30,126.30,139.30,140.30,141.30,141.30,141.30,141.30,141.30,135.60,135.60,135.60,135.60,135.60
"Cent Afr Rep","Renewable hydropower",85.30,84.30,84.30,85.30,126.30,135.30,141.30,138.30,126.30,139.30,140.30,141.30,141.30,141.30,141.30,141.30,135.60,135.60,135.60,135.60,135.60
"Cent Afr Rep","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Solar",0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
"Cent Afr Rep","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
"Cent Afr Rep","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cent Afr Rep","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chad","Total renewable energy",6.60,7.00,7.10,7.32,6.68,7.78,7.78,7.80,8.10,8.90,8.84,8.50,8.65,8.84,9.00,9.40,18.43,18.56,18.72,18.72,18.78
"Chad","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chad","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chad","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chad","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chad","Wind",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.90,8.90,8.90,8.90,8.90
"Chad","Onshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.90,8.90,8.90,8.90,8.90
"Chad","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chad","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.08,0.29,0.29,0.29,0.32,0.32,0.38
"Chad","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.08,0.29,0.29,0.29,0.32,0.32,0.38
"Chad","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chad","Bioenergy",6.60,7.00,7.10,7.32,6.68,7.78,7.78,7.80,8.10,8.90,8.83,8.49,8.65,8.76,8.92,9.11,9.24,9.37,9.50,9.50,9.50
"Chad","Solid biofuels",6.60,7.00,7.10,7.32,6.68,7.78,7.78,7.80,8.10,8.90,8.83,8.49,8.65,8.76,8.92,9.11,9.24,9.37,9.50,9.50,9.50
"Chad","Bagasse",6.60,7.00,7.10,7.32,6.68,7.78,7.78,7.80,8.10,8.90,8.83,8.49,8.65,8.76,8.92,9.11,9.24,9.37,9.50,9.50,9.50
"Chad","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chad","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chad","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chad","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chad","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Total renewable energy",0.00,0.00,3.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
"Comoros","Hydropower",0.00,0.00,3.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
"Comoros","Renewable hydropower",0.00,0.00,3.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
"Comoros","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Solar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Solar photovoltaic",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Comoros","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo DR","Total renewable energy",6225.41,6214.15,6355.62,6221.72,7160.66,7475.17,7511.94,7879.27,7529.49,7940.27,7811.58,7481.04,7861.56,8679.43,9074.04,9168.45,9232.85,9814.31,10946.24,11926.04,11918.90
"Congo DR","Hydropower",6225.41,6214.15,6355.62,6221.72,7160.66,7475.17,7511.94,7879.27,7529.49,7940.27,7811.58,7481.01,7861.44,8678.88,9073.19,9167.50,9228.28,9806.92,10918.10,11897.90,11890.77
"Congo DR","Renewable hydropower",6225.41,6214.15,6355.62,6221.72,7160.66,7475.17,7511.94,7879.27,7529.49,7940.27,7811.58,7481.01,7861.44,8678.88,9073.19,9167.50,9228.28,9806.92,10918.10,11897.90,11890.77
"Congo DR","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo DR","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo DR","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo DR","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo DR","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo DR","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.55,0.86,0.95,4.57,7.39,28.14,28.14,28.14
"Congo DR","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.55,0.86,0.95,4.57,7.39,28.14,28.14,28.14
"Congo DR","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo DR","Bioenergy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Congo DR","Solid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Congo DR","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo DR","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo DR","Other solid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Congo DR","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo DR","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo DR","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo Rep","Total renewable energy",58.00,334.45,396.33,342.03,329.63,355.37,372.30,334.60,375.30,329.60,429.80,790.93,987.33,954.16,1038.36,1098.78,1132.48,1203.61,1046.90,1046.90,1046.90
"Congo Rep","Hydropower",58.00,334.45,396.33,342.03,329.63,355.37,372.30,334.60,375.30,329.60,429.80,790.80,987.20,953.90,1038.10,1098.20,1131.90,1202.90,1046.00,1046.00,1046.00
"Congo Rep","Renewable hydropower",58.00,334.45,396.33,342.03,329.63,355.37,372.30,334.60,375.30,329.60,429.80,790.80,987.20,953.90,1038.10,1098.20,1131.90,1202.90,1046.00,1046.00,1046.00
"Congo Rep","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo Rep","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo Rep","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo Rep","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo Rep","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo Rep","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.26,0.26,0.58,0.58,0.71,0.90,0.90,0.90
"Congo Rep","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.26,0.26,0.58,0.58,0.71,0.90,0.90,0.90
"Congo Rep","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo Rep","Bioenergy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Congo Rep","Solid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Congo Rep","Bagasse",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Congo Rep","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo Rep","Other solid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Congo Rep","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo Rep","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo Rep","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Total renewable energy",1764.00,1800.00,1729.00,1832.10,1748.10,1433.10,1510.20,1797.20,1898.20,2131.50,1619.50,1775.90,1791.10,1608.07,1916.60,1356.40,1534.20,2054.00,2968.80,3492.10,3393.60
"Cote d Ivoire","Hydropower",1764.00,1800.00,1729.00,1832.00,1748.00,1433.00,1510.00,1797.00,1898.00,2131.00,1618.00,1774.00,1789.00,1605.87,1914.00,1352.50,1529.10,2047.20,2962.00,3481.00,3376.00
"Cote d Ivoire","Renewable hydropower",1764.00,1800.00,1729.00,1832.00,1748.00,1433.00,1510.00,1797.00,1898.00,2131.00,1618.00,1774.00,1789.00,1605.87,1914.00,1352.50,1529.10,2047.20,2962.00,3481.00,3376.00
"Cote d Ivoire","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Solar",0.00,0.00,0.00,0.10,0.10,0.10,0.20,0.20,0.20,0.50,1.50,1.90,2.10,2.20,2.60,3.90,5.10,6.80,6.80,11.10,17.60
"Cote d Ivoire","Solar photovoltaic",0.00,0.00,0.00,0.10,0.10,0.10,0.20,0.20,0.20,0.50,1.50,1.90,2.10,2.20,2.60,3.90,5.10,6.80,6.80,11.10,17.60
"Cote d Ivoire","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cote d Ivoire","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Total renewable energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.60,0.60,0.60,0.60,0.60
"Djibouti","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Wind",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Djibouti","Onshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Djibouti","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.60,0.60,0.60,0.60,0.60
"Djibouti","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.60,0.60,0.60,0.60,0.60
"Djibouti","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Djibouti","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt","Total renewable energy",14104.73,15633.72,13405.79,13411.36,13733.86,13516.40,13832.58,13914.21,16700.36,15954.27,14373.82,15114.32,15325.15,14734.48,15157.09,15640.48,16120.62,15972.63,15941.96,17967.77,24064.23
"Egypt","Hydropower",13697.00,15130.00,12859.00,12859.00,13019.00,12644.00,12925.00,12925.00,15510.00,14682.00,12863.00,13046.00,12934.00,13121.00,13352.00,13822.00,13545.00,12850.00,12726.00,13121.00,15038.00
"Egypt","Renewable hydropower",13697.00,15130.00,12859.00,12859.00,13019.00,12644.00,12925.00,12925.00,15510.00,14682.00,12863.00,13046.00,12934.00,13121.00,13352.00,13822.00,13545.00,12850.00,12726.00,13121.00,15038.00
"Egypt","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt","Wind",93.45,191.45,225.45,226.45,389.25,545.04,573.45,647.75,859.45,960.45,1171.45,1508.45,1575.95,1272.45,1344.45,1456.45,2070.45,2212.45,2346.45,3001.45,4245.45
"Egypt","Onshore wind energy",93.45,191.45,225.45,226.45,389.25,545.04,573.45,647.75,859.45,960.45,1171.45,1508.45,1575.95,1272.45,1344.45,1456.45,2070.45,2212.45,2346.45,3001.45,4245.45
"Egypt","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt","Solar",0.17,0.84,1.01,1.01,1.01,1.01,1.01,1.18,1.51,2.18,25.20,244.57,504.20,25.44,139.55,43.97,194.03,602.54,553.05,1489.00,4452.51
"Egypt","Solar photovoltaic",0.17,0.84,1.01,1.01,1.01,1.01,1.01,1.18,1.51,2.18,25.20,25.20,25.20,25.20,25.20,43.97,25.94,21.95,69.13,755.76,4019.51
"Egypt","Concentrated solar power",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219.37,479.00,0.24,114.35,0.00,168.09,580.60,483.92,733.24,433.00
"Egypt","Bioenergy",314.12,311.43,320.33,324.91,324.61,326.35,333.13,340.29,329.40,309.64,314.18,315.30,311.00,315.60,321.10,318.07,311.15,307.64,316.46,356.32,328.27
"Egypt","Solid biofuels",314.12,311.43,320.33,324.91,324.61,326.35,333.13,340.29,329.40,309.64,314.18,315.30,311.00,315.60,321.10,318.07,311.15,307.64,316.46,326.32,298.27
"Egypt","Bagasse",314.12,311.43,320.33,324.91,324.61,326.35,333.13,340.29,329.40,309.64,314.18,315.30,311.00,315.60,321.10,318.07,311.15,307.64,316.46,326.32,298.27
"Egypt","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt","Biogas",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00
"Egypt","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Eq Guinea","Total renewable energy",7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,67.00,127.00,127.00,127.00,127.00,127.00,127.00,127.00,127.00
"Eq Guinea","Hydropower",7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,67.00,127.00,127.00,127.00,127.00,127.00,127.00,127.00,127.00
"Eq Guinea","Renewable hydropower",7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,67.00,127.00,127.00,127.00,127.00,127.00,127.00,127.00,127.00
"Eq Guinea","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Eq Guinea","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Eq Guinea","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Eq Guinea","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Eq Guinea","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Eq Guinea","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Eq Guinea","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Eq Guinea","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Eq Guinea","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Eq Guinea","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Eq Guinea","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Eq Guinea","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Eq Guinea","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
